#FeatureId,DATA_DATE,DATA_SRCE,DEC_LONG,DEC_LAT,PID,NAME,STATE,COUNTY,QUAD,LATITUDE,LONGITUDE,POS_DATUM,DATUM_TAG,POS_SRCE,ELEVATION,ELEV_DATUM,ELEV_SRCE,ELLIP_HT,ELLIP_SRCE,POS_ORDER,POS_CHECK,ELEV_ORDER,ELEV_CLASS,ELEV_CHECK,DIST_RATE,ELLP_ORDER,ELLP_CLASS,FIRST_RECV,LAST_RECV,LAST_COND,LAST_RECBY,SAT_USE,SAT_DATE,STABILITY
202,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0359,-106.54444, 35.02861,FO0359,LIM 2,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 01 43.     (N),106 32 40.     (W),NAD 83,(1986),SCALED    , 1620.202,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,UNK     ,1967    ,GOOD            ,CGS,,,B
203,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0634,-107.07547, 34.99270,EQ0634,LINE,NM,BERNALILLO,SOUTH GARCIA (1971),34 59 33.70721(N),107 04 31.67414(W),NAD 83,(1992),ADJUSTED  , 1740.969,NAVD 88 ,ADJUSTED  ,,,2,Y,1,2,Y,,,,1958    ,1982    ,GOOD            ,NGS,,,A
204,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1157,-106.53213, 35.13067,FO1157,M 1,NM,BERNALILLO,ALAMEDA (1990),35 07 50.39682(N),106 31 55.65835(W),NAD 83,(1992),ADJUSTED  , 1703.30 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050115,MARK NOT FOUND  ,GEOCAC,,,C
205,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1120,-106.54788, 35.13070,FO1120,M 2,NM,BERNALILLO,ALAMEDA (1990),35 07 50.50307(N),106 32 52.35244(W),NAD 83,(1992),ADJUSTED  , 1664.74 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050109,MARK NOT FOUND  ,GEOCAC,,,C
206,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0313,-106.73222, 34.88639,EQ0313,M 2,NM,BERNALILLO,ISLETA (1991),34 53 11.     (N),106 43 56.     (W),NAD 83,(1986),SCALED    , 1520.756,NAVD 88 ,POSTED    ,,,,,,,,a,,,1909    ,1982    ,MARK NOT FOUND  ,NGS,,,A
207,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0232,-106.64167, 35.11000,FO0232,M 224,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 36.     (N),106 38 30.     (W),NAD 83,(1986),SCALED    , 1517.496,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,1984    ,MARK NOT FOUND  ,NGS,,,C
208,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0233,-106.62167, 35.10944,FO0233,M 225,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 34.     (N),106 37 18.     (W),NAD 83,(1986),SCALED    , 1539.767,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20041219,MARK NOT FOUND  ,GEOCAC,,,C
209,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0227,-106.65278, 35.08361,FO0227,M 26,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 01.     (N),106 39 10.     (W),NAD 83,(1986),SCALED    , 1510.649,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1933    ,20090702,GOOD            ,GEOCAC,N,20090702,D
210,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1168,-106.56892, 35.13074,FO1168,M 3,NM,BERNALILLO,ALAMEDA (1990),35 07 50.66863(N),106 34 08.11137(W),NAD 83,(1992),ADJUSTED  , 1619.03 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050103,MARK NOT FOUND  ,GEOCAC,,,C
211,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1123,-106.57786, 35.13087,FO1123,M 4,NM,BERNALILLO,ALAMEDA (1990),35 07 51.14256(N),106 34 40.28951(W),NAD 83,(1992),ADJUSTED  , 1602.26 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
212,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0815,-106.72750, 35.09500,FO0815,M 424,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 42.     (N),106 43 39.     (W),NAD 83,(1986),SCALED    , 1572.251,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,19840202,MARK NOT FOUND  ,NGS,,,B
213,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1691,-106.72750, 35.09500,FO1691,M 424 RESET,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 42.     (N),106 43 39.     (W),NAD 83,(1986),SCALED    , 1578.668,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1984    ,20051211,GOOD            ,GEOCAC,N,20051211,B
214,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1180,-106.59551, 35.13094,FO1180,M 5,NM,BERNALILLO,ALAMEDA (1990),35 07 51.38605(N),106 35 43.83057(W),NAD 83,(1992),ADJUSTED  , 1571.99 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
215,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1144,-106.60677, 35.13115,FO1144,M 6,NM,BERNALILLO,ALAMEDA (1990),35 07 52.13589(N),106 36 24.36889(W),NAD 83,(1992),ADJUSTED  , 1558.52 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20071108,GOOD            ,INDIV,,,C
216,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0362,-106.51556, 35.00056,FO0362,MB 2,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 00 02.     (N),106 30 56.     (W),NAD 83,(1986),SCALED    , 1676.293,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1953    ,1967    ,GOOD            ,CGS,,,C
217,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1138,-106.60936, 35.13252,FO1138,MONTGOMERY,NM,BERNALILLO,ALAMEDA (1990),35 07 57.08935(N),106 36 33.70629(W),NAD 83,(1992),ADJUSTED  , 1560.21 ,NAVD 88 ,VERTCON   ,,,1,Y,,,,,,,1969    ,20050101,MARK NOT FOUND  ,GEOCAC,,,
218,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0291,-106.69944, 34.90639,EQ0291,N 2,NM,BERNALILLO,ISLETA (1991),34 54 23.     (N),106 41 58.     (W),NAD 83,(1986),SCALED    , 1493.613,NAVD 88 ,POSTED    ,,,,,,,,c,,,1909    ,20061201,MARK NOT FOUND  ,INDIV,,,C
219,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0234,-106.60389, 35.11000,FO0234,N 225,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 36.     (N),106 36 14.     (W),NAD 83,(1986),SCALED    , 1568.624,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20050103,MARK NOT FOUND  ,GEOCAC,,,C
220,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0235,-106.60333, 35.11000,FO0235,N 225 RESET,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 36.     (N),106 36 12.     (W),NAD 83,(1986),SCALED    , 1568.23 ,NAVD 88 ,RESET     ,,,,,3,,N,,,,1958    ,1963    ,MARK NOT FOUND  ,LOCSUR,,,D
221,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0228,-106.65111, 35.08722,FO0228,N 26,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 14.     (N),106 39 04.     (W),NAD 83,(1986),SCALED    , 1512.376,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1933    ,1989    ,MARK NOT FOUND  ,USPSQD,,,B
222,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0816,-106.74639, 35.08528,FO0816,N 424,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 07.     (N),106 44 47.     (W),NAD 83,(1986),SCALED    , 1618.079,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,19911002,GOOD            ,NGS,,,A
223,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1328,-106.64529, 35.06081,FO1328,NM 361 1,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 03 38.93064(N),106 38 43.03691(W),NAD 83,(1992),ADJUSTED  , 1514.89 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041221,MARK NOT FOUND  ,GEOCAC,,,C
224,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1330,-106.64517, 35.05787,FO1330,NM 361 2,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 03 28.33463(N),106 38 42.60163(W),NAD 83,(1992),ADJUSTED  , 1515.223,NAVD 88 ,ADJUSTED  ,,,2,Y,1,2,Y,,,,1969    ,20041221,MARK NOT FOUND  ,GEOCAC,Y,19911002,C
225,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1329,-106.64521, 35.05557,FO1329,NM 361 3,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 03 20.04508(N),106 38 42.74710(W),NAD 83,(1992),ADJUSTED  , 1514.49 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041221,MARK NOT FOUND  ,GEOCAC,,,C
226,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1342,-106.64765, 35.04340,FO1342,NM 361 4,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 02 36.25452(N),106 38 51.53893(W),NAD 83,(1992),ADJUSTED  , 1508.11 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041221,MARK NOT FOUND  ,GEOCAC,,,C
227,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1327,-106.64645, 35.02499,FO1327,NM 361 5,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 01 29.96585(N),106 38 47.21384(W),NAD 83,(1992),ADJUSTED  , 1521.51 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041221,MARK NOT FOUND  ,GEOCAC,,,C
228,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0880,-106.65329, 34.99393,EQ0880,NM 361 6,NM,BERNALILLO,ISLETA (1991),34 59 38.13927(N),106 39 11.82915(W),NAD 83,(1992),ADJUSTED  , 1545.92 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050524,MARK NOT FOUND  ,GEOCAC,,,C
229,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1124,-106.58641, 35.14504,FO1124,NM 367 1,NM,BERNALILLO,ALAMEDA (1990),35 08 42.15514(N),106 35 11.07926(W),NAD 83,(1992),ADJUSTED  , 1589.04 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20081121,GOOD            ,USACE,Y,20081121,C
230,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1127,-106.58645, 35.12817,FO1127,NM 367 4,NM,BERNALILLO,ALAMEDA (1990),35 07 41.41969(N),106 35 11.21994(W),NAD 83,(1992),ADJUSTED  , 1586.53 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20081122,GOOD            ,USACE,Y,20081122,C
231,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1240,-106.58643, 35.12197,FO1240,NM 367 5,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 07 19.10237(N),106 35 11.13145(W),NAD 83,(1992),ADJUSTED  , 1587.03 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041025,MARK NOT FOUND  ,GEOCAC,,,C
232,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1217,-106.58640, 35.11732,FO1217,NM 367 6,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 07 02.35246(N),106 35 11.03707(W),NAD 83,(1992),ADJUSTED  , 1588.01 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20071107,GOOD            ,INDIV,N,20040922,C
233,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1247,-106.58640, 35.10843,FO1247,NM 367 7,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 30.33331(N),106 35 11.04261(W),NAD 83,(1992),ADJUSTED  , 1588.71 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041025,MARK NOT FOUND  ,GEOCAC,,,C
234,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1196,-106.58782, 35.10572,FO1196,NM 367 8,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 20.59838(N),106 35 16.14723(W),NAD 83,(1992),ADJUSTED  , 1587.09 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041025,MARK NOT FOUND  ,GEOCAC,,,C
235,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1278,-106.70157, 35.11393,FO1278,NM 448 3,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 50.16361(N),106 42 05.65845(W),NAD 83,(1992),ADJUSTED  , 1555.17 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20051211,MARK NOT FOUND  ,GEOCAC,,,C
236,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1277,-106.70260, 35.08171,FO1277,NM 448 C1,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 04 54.15164(N),106 42 09.36273(W),NAD 83,(1992),ADJUSTED  , 1547.44 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,GOOD            ,GEOCAC,,,C
237,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1269,-106.71059, 35.08007,FO1269,NM 448 N1,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 04 48.23470(N),106 42 38.12297(W),NAD 83,(1992),ADJUSTED  , 1553.37 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
238,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1364,-106.65960, 35.18871,FO1364,NM 448 N10,NM,BERNALILLO,LOS GRIEGOS (1990),35 11 19.34019(N),106 39 34.56738(W),NAD 83,(1992),ADJUSTED  , 1538.70 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050530,GOOD            ,GEOCAC,Y,20050530,C
239,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1359,-106.65473, 35.19406,FO1359,NM 448 N11,NM,BERNALILLO,LOS GRIEGOS (1990),35 11 38.63024(N),106 39 17.02898(W),NAD 83,(1992),ADJUSTED  , 1537.27 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
240,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1362,-106.64856, 35.20179,FO1362,NM 448 N12,NM,BERNALILLO,LOS GRIEGOS (1990),35 12 06.45008(N),106 38 54.79805(W),NAD 83,(1992),ADJUSTED  , 1532.01 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050530,GOOD            ,GEOCAC,N,20050530,C
241,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1267,-106.71060, 35.09158,FO1267,NM 448 N2,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 29.70464(N),106 42 38.15266(W),NAD 83,(1992),ADJUSTED  , 1556.28 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
242,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1389,-106.70146, 35.12857,FO1389,NM 448 N4,NM,BERNALILLO,LOS GRIEGOS (1990),35 07 42.86221(N),106 42 05.25505(W),NAD 83,(1992),ADJUSTED  , 1559.20 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
243,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1392,-106.70188, 35.13486,FO1392,NM 448 N5,NM,BERNALILLO,LOS GRIEGOS (1990),35 08 05.49850(N),106 42 06.75556(W),NAD 83,(1992),ADJUSTED  , 1556.85 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050304,MARK NOT FOUND  ,CLSI,,,C
244,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1385,-106.69666, 35.14227,FO1385,NM 448 N6,NM,BERNALILLO,LOS GRIEGOS (1990),35 08 32.17552(N),106 41 47.98861(W),NAD 83,(1992),ADJUSTED  , 1542.76 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
245,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1378,-106.68388, 35.15205,FO1378,NM 448 N7,NM,BERNALILLO,LOS GRIEGOS (1990),35 09 07.36781(N),106 41 01.97385(W),NAD 83,(1992),ADJUSTED  , 1526.24 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
246,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1371,-106.67709, 35.16303,FO1371,NM 448 N8,NM,BERNALILLO,LOS GRIEGOS (1990),35 09 46.90272(N),106 40 37.51486(W),NAD 83,(1992),ADJUSTED  , 1530.58 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
247,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1366,-106.66764, 35.18103,FO1366,NM 448 N9,NM,BERNALILLO,LOS GRIEGOS (1990),35 10 51.71528(N),106 40 03.51295(W),NAD 83,(1992),ADJUSTED  , 1525.75 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
248,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1285,-106.69782, 35.08266,FO1285,NM 45 1,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 04 57.57206(N),106 41 52.15572(W),NAD 83,(1992),ADJUSTED  , 1529.85 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
249,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1263,-106.71759, 35.00315,FO1263,NM 45 10,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 00 11.34487(N),106 43 03.31143(W),NAD 83,(1992),ADJUSTED  , 1502.47 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
250,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0911,-106.71906, 34.99178,EQ0911,NM 45 11,NM,BERNALILLO,ISLETA (1991),34 59 30.39880(N),106 43 08.60228(W),NAD 83,(1992),ADJUSTED  , 1500.99 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
251,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0915,-106.71935, 34.97195,EQ0915,NM 45 12,NM,BERNALILLO,ISLETA (1991),34 58 19.02702(N),106 43 09.65871(W),NAD 83,(1992),ADJUSTED  , 1500.59 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
252,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0914,-106.71904, 34.96446,EQ0914,NM 45 13,NM,BERNALILLO,ISLETA (1991),34 57 52.05997(N),106 43 08.54654(W),NAD 83,(1992),ADJUSTED  , 1496.42 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
253,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0899,-106.71392, 34.95442,EQ0899,NM 45 13 A,NM,BERNALILLO,ISLETA (1991),34 57 15.89707(N),106 42 50.09700(W),NAD 83,(1992),ADJUSTED  , 1495.02 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
254,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0897,-106.70877, 34.94490,EQ0897,NM 45 14,NM,BERNALILLO,ISLETA (1991),34 56 41.63818(N),106 42 31.58020(W),NAD 83,(1992),ADJUSTED  , 1500.96 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20070108,GOOD            ,INDIV,N,20070108,C
255,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0886,-106.70430, 34.93522,EQ0886,NM 45 15,NM,BERNALILLO,ISLETA (1991),34 56 06.78172(N),106 42 15.46535(W),NAD 83,(1992),ADJUSTED  , 1492.03 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
256,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0875,-106.70664, 34.91975,EQ0875,NM 45 16,NM,BERNALILLO,ISLETA (1991),34 55 11.09487(N),106 42 23.90977(W),NAD 83,(1992),ADJUSTED  , 1498.45 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
257,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0893,-106.70632, 34.90638,EQ0893,NM 45 17,NM,BERNALILLO,ISLETA (1991),34 54 22.95197(N),106 42 22.76103(W),NAD 83,(1992),ADJUSTED  , 1505.90 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20061204,GOOD            ,INDIV,,,C
258,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0908,-106.70775, 34.90238,EQ0908,NM 45 18,NM,BERNALILLO,ISLETA (1991),34 54 08.55596(N),106 42 27.89612(W),NAD 83,(1992),ADJUSTED  , 1510.36 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20061204,GOOD            ,INDIV,,,C
259,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1288,-106.69679, 35.07887,FO1288,NM 45 2,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 04 43.94613(N),106 41 48.42645(W),NAD 83,(1992),ADJUSTED  , 1528.31 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20040403,MARK NOT FOUND  ,USPSQD,,,C
260,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1284,-106.69786, 35.07559,FO1284,NM 45 3,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 04 32.14180(N),106 41 52.30740(W),NAD 83,(1992),ADJUSTED  , 1529.87 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20040403,MARK NOT FOUND  ,USPSQD,,,C
261,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1279,-106.70114, 35.06783,FO1279,NM 45 4,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 04 04.18612(N),106 42 04.09692(W),NAD 83,(1992),ADJUSTED  , 1525.74 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20040403,MARK NOT FOUND  ,USPSQD,,,C
262,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1276,-106.70331, 35.06106,FO1276,NM 45 5,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 03 39.80013(N),106 42 11.91675(W),NAD 83,(1992),ADJUSTED  , 1524.19 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20040403,MARK NOT FOUND  ,USPSQD,,,C
263,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1270,-106.70743, 35.05133,FO1270,NM 45 6,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 03 04.77421(N),106 42 26.76088(W),NAD 83,(1992),ADJUSTED  , 1512.90 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20040403,MARK NOT FOUND  ,USPSQD,,,C
264,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1266,-106.71179, 35.03890,FO1266,NM 45 7,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 02 20.03883(N),106 42 42.44980(W),NAD 83,(1992),ADJUSTED  , 1512.00 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20040403,MARK NOT FOUND  ,USPSQD,,,C
265,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1265,-106.71397, 35.02756,FO1265,NM 45 8,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 01 39.19916(N),106 42 50.28061(W),NAD 83,(1992),ADJUSTED  , 1506.25 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20040403,MARK NOT FOUND  ,USPSQD,,,C
266,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1260,-106.71572, 35.01433,FO1260,NM 45 9,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 00 51.58146(N),106 42 56.60865(W),NAD 83,(1992),ADJUSTED  , 1502.09 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20040403,MARK NOT FOUND  ,USPSQD,,,C
267,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1365,-106.64082, 35.19655,FO1365,NM 46 1,NM,BERNALILLO,LOS GRIEGOS (1990),35 11 47.58389(N),106 38 26.94429(W),NAD 83,(1992),ADJUSTED  , 1526.88 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
